GeneID,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
801,9,B,5,SMU_698,BsaI,Payload_2,Tag_35,Tag_115,SMu0638,24379169,SMU.698,VIMSS295472,1028110,N,N,Y,N,0.111,2.75333,7.15092279642545E-74,1.00333,False,False,False,False,False,False,False,False,False,False
802,9,C,5,SMU_699,BsaI,Payload_2,Tag_23,Tag_132,SMu0639,24379170,SMU.699,VIMSS295473,1028113,N,N,N,Y,0.109,2.25306,1.16672689355831E-20,1.00333,False,False,False,False,False,False,False,False,False,False
803,9,D,5,intergenic_163,BsaI,Payload_2,Tag_14,Tag_130,,,,,,N,N,,,0.128,8.00306,2.51798617214777E-16,1.18333,False,False,False,True,False,False,False,False,False,False
809,9,B,6,SMU_706c,BsaI,Payload_1,Tag_101,Tag_172,SMu0645,24379176,SMU.706c,VIMSS295479,1028115,N,Y,Y,N,1.533,15.25306,0.275839318399878,9.53333,False,True,True,True,True,True,False,True,True,True
814,9,G,6,SMU_712,BsaI,Payload_2,Tag_20,Tag_186,SMu0649,24379180,SMU.712,VIMSS295483,1027829,N,N,Y,N,0.106,4.00306,3.12439722902839E-21,1.00333,False,False,False,False,False,False,False,False,False,False
815,9,H,6,intergenic_165,BsaI,Payload_2,Tag_64,Tag_160,,,,,,N,?,,,1.076,24.00333,0.242854967173608,6.53333,False,False,True,True,True,True,False,False,True,True
816,9,A,7,SMU_713,BsaI,Payload_2,Tag_53,Tag_122,SMu0650,24379181,SMU.713,VIMSS295484,1028117,N,N,N,Y,0.105,2.00333,2.12006534996202E-17,1.00333,False,False,False,False,False,False,False,False,False,False
817,9,B,7,intergenic_166,BsaI,Payload_2,Tag_21,Tag_120,,,,,,N,N,,,0.105,1.75333,2.02817383524901E-29,1.00333,False,False,False,False,False,False,False,False,False,False
818,9,C,7,SMU_714,BsaI,Payload_2,Tag_85,Tag_180,SMu0651,24379182,SMU.714,VIMSS295485,1028120,N,N,N,Y,0.11,2.75333,1.01932679367091E-16,1.00333,False,False,False,False,False,False,False,False,False,False
819,9,D,7,intergenic_167,BsaI,Payload_2,Tag_75,Tag_114,,,,,,N,N,,,0.116,2.50306,2.5299042824793E-15,1.00333,False,False,False,False,False,False,False,False,False,False
820,9,E,7,SMU_715,BsaI,Payload_2,Tag_73,Tag_156,SMu0652,24379183,SMU.715,VIMSS295486,1028119,N,N,N,?,0.149,16.00306,0.0134424748317316,1.00333,False,False,False,True,False,False,False,False,False,False
821,9,F,7,intergenic_168,BsaI,Payload_2,Tag_132,Tag_161,,,,,,N,N,,,1.44,13.75306,0.306687314241896,7.95333,False,False,True,True,True,True,False,False,True,True
822,9,G,7,SMU_716,BsaI,Payload_1,Tag_139,Tag_160,,,,,,N,N,N,Y,0.111,4.00306,2.98527832601149E-21,1.00333,False,False,False,False,False,False,False,False,False,False
823,9,H,7,SMU_717,BsaI,Payload_1,Tag_93,Tag_136,,,,,,N,N,N,Y,0.099,11.25306,1.28034530887201E-20,1.00333,False,False,False,True,False,False,False,False,False,False
824,9,A,8,SMU_718c,BsaI,Payload_1,Tag_100,Tag_179,SMu0655,24379186,SMU.718c,VIMSS295489,1029562,N,N,N,?,0.112,5.50333,7.66228004891273E-18,1.00333,False,False,False,False,False,False,False,False,False,False
830,9,G,8,SMU_723,BsaI,Payload_2,Tag_3,Tag_96,SMu0660,24379191,SMU.723,VIMSS295494,1028127,N,N,Y,N,0.111,13.25333,4.82092146385284E-23,1.00333,False,False,False,True,False,False,False,False,False,False
862,9,G,12,SMU_754,BsaI,Payload_2,Tag_104,Tag_179,SMu0685,24379216,SMU.754,VIMSS295519,1028140,N,N,Y,N,0.104,2.25306,4.42793815663241E-21,1.00333,False,False,False,False,False,False,False,False,False,False
883,10,D,3,SMU_773c,BsaI,Payload_1,Tag_149,Tag_150,SMu0701,24379232,SMU.773c,VIMSS295535,1028164,N,N,Y,N,0.703,24.00333,0.3025890179876,23.75333,False,False,True,True,True,False,False,False,False,False
888,10,A,4,SMU_776,BsaI,Payload_2,Tag_75,Tag_183,SMu0704,24379235,SMU.776,VIMSS295538,1028166,N,?,N,?,0.423,24.00333,0.160986570792317,23.75333,False,False,True,True,True,False,False,False,False,False
889,10,B,4,SMU_777,BsaI,Payload_2,Tag_58,Tag_114,SMu0705,24379236,SMU.777,VIMSS295539,1028165,N,N,Y,N,0.179,18.25333,0.0081389271361333,1.00333,False,False,False,True,False,False,False,False,False,False
890,10,C,4,SMU_778,BsaI,Payload_2,Tag_21,Tag_135,SMu0706,24379237,SMU.778,VIMSS295540,1028162,N,N,Y,N,0.105,4.25361,9.83709138869363E-15,1.00333,False,False,False,False,False,False,False,False,False,False
891,10,D,4,SMU_779,BsaI,Payload_2,Tag_32,Tag_134,SMu0707,24379238,SMU.779,VIMSS295541,1028167,N,N,N,Y,0.107,4.00333,1.82659301881544E-19,1.00333,False,False,False,False,False,False,False,False,False,False
892,10,E,4,SMU_780,BbsI,Payload_4,Tag_141,Tag_168,SMu0708,24379239,SMU.780,VIMSS295542,1028053,N,N,Y,N,0.284,20.00333,0.0127125040922996,1.00333,False,False,True,True,False,False,False,False,False,False
893,10,F,4,SMU_781,BbsI,Payload_4,Tag_7,Tag_40,SMu0709,24379240,SMU.781,VIMSS295543,1028052,N,N,N,Y,0.107,4.00333,7.45175638801111E-29,1.00333,False,False,False,False,False,False,False,False,False,False
895,10,H,4,SMU_784,BsaI,Payload_2,Tag_17,Tag_78,SMu0711,24379242,SMU.784,VIMSS295545,1028169,N,N,N,Y,0.167,24.00333,0.0244074238451148,23.75333,False,False,False,True,False,False,False,False,False,False
896,10,A,5,SMU_785,BsaI,Payload_2,Tag_63,Tag_108,SMu0712,24379243,SMU.785,VIMSS295546,1028168,N,N,Y,N,0.099,3.25361,3.85484679357695E-21,1.00333,False,False,False,False,False,False,False,False,False,False
914,10,C,7,SMU_800,BsaI,Payload_2,Tag_25,Tag_37,SMu0726,24379257,SMU.800,VIMSS295560,1028185,N,N,N,Y,0.366,15.00361,0.0128767294925039,1.00333,False,False,True,True,False,False,False,False,False,False
915,10,D,7,SMU_801,BsaI,Payload_2,Tag_171,Tag_182,SMu0727,347750432,SMU.801,VIMSS295561,1028184,N,N,N,Y,0.108,4.25361,1.41905655667821E-19,1.00333,False,False,False,False,False,False,False,False,False,False
935,10,H,9,intergenic_193,BsaI,Payload_2,Tag_69,Tag_76,,,,,,N,N,,,0.101,13.25333,3.64304250557474E-17,1.00333,False,False,False,True,False,False,False,False,False,False
936,10,A,10,SMU_818,BsaI,Payload_2,Tag_158,Tag_185,SMu0742,24379273,SMU.818,VIMSS295576,1028190,N,N,N,?,0.102,5.00361,5.08265497263067E-19,1.00333,False,False,False,False,False,False,False,False,False,False
939,10,D,10,SMU_821,BsaI,Payload_2,Tag_38,Tag_71,SMu0745,24379276,SMU.821,VIMSS295579,1029488,N,N,N,Y,0.115,17.25361,6.51689781477823E-18,1.00333,False,False,False,True,False,False,False,False,False,False
940,10,E,10,SMU_822,BsaI,Payload_2,Tag_50,Tag_129,SMu0746,24379277,SMU.822,VIMSS295580,1028204,N,N,N,?,0.112,4.75361,1.3934430568259E-15,1.00333,False,False,False,False,False,False,False,False,False,False
943,10,H,10,SMU_824,BsaI,Payload_2,Tag_35,Tag_162,SMu0748,24379279,SMU.824,VIMSS295582,1028200,N,N,N,?,0.105,17.25361,9.02079864731156E-18,1.00333,False,False,False,True,False,False,False,False,False,False
944,10,A,11,SMU_825,BsaI,Payload_2,Tag_100,Tag_185,SMu0749,24379280,SMU.825,VIMSS295583,1028205,N,?,Y,N,0.18,24.00333,0.0300133071937002,23.75333,False,False,False,True,False,False,False,False,False,False
945,10,B,11,SMU_826,BsaI,Payload_2,Tag_16,Tag_172,SMu0750,24379281,SMU.826,VIMSS295584,1028203,?,N,Y,N,0.108,8.00361,1.8975377352852E-25,1.00333,False,False,False,True,False,False,False,False,False,False
946,10,C,11,SMU_827,BsaI,Payload_2,Tag_17,Tag_146,SMu0751,24379282,SMU.827,VIMSS295585,1028198,N,N,N,Y,0.113,16.75333,4.95027718344999E-19,1.00333,False,False,False,True,False,False,False,False,False,False
947,10,D,11,SMU_828,BsaI,Payload_2,Tag_34,Tag_93,SMu0752,24379283,SMU.828,VIMSS295586,1028207,N,N,N,Y,0.116,4.25361,8.81291454101373E-28,1.00333,False,False,False,False,False,False,False,False,False,False
948,10,E,11,SMU_829,BsaI,Payload_2,Tag_24,Tag_183,SMu0753,24379284,SMU.829,VIMSS295587,1029496,N,N,Y,N,0.113,2.00361,1.77917236598434E-14,1.00333,False,False,False,False,False,False,False,False,False,False
967,11,H,1,SMU_847c,BsaI,Payload_1,Tag_15,Tag_103,SMu0770,24379301,SMU.847c,VIMSS295604,1028220,N,N,N,?,0.549,24.00306,0.238786527438833,23.75306,False,False,True,True,True,False,False,False,False,False
968,11,A,2,SMU_846,BsaI,Payload_2,Tag_50,Tag_52,SMu0771,24379302,SMU.846,VIMSS295605,1028218,N,N,N,Y,0.107,9.75278,-5.36939372245085E-46,1.00306,False,False,False,True,False,False,False,False,False,False
969,11,B,2,SMU_848,BsaI,Payload_2,Tag_142,Tag_192,SMu0772,24379303,SMU.848,VIMSS295606,1028217,N,N,N,Y,0.11,22.25306,3.3393212045267E-15,1.00306,False,False,False,True,False,False,False,False,False,False
970,11,C,2,SMU_849,BsaI,Payload_2,Tag_27,Tag_53,SMu0773,24379304,SMU.849,VIMSS295607,1028224,N,N,N,?,0.11,5.00306,7.15663751786027E-20,1.00306,False,False,False,False,False,False,False,False,False,False
971,11,D,2,intergenic_197,BsaI,Payload_2,Tag_4,Tag_178,,,,,,?,Y,,,1.707,11.75306,0.343016486266985,6.92306,False,True,True,True,True,True,False,True,True,True
990,11,G,4,intergenic_202,BsaI,Payload_2,Tag_23,Tag_135,,,,,,N,N,,,0.122,10.75306,6.74288950774355E-19,1.00306,False,False,False,True,False,False,False,False,False,False
991,11,H,4,SMU_865,BsaI,Payload_2,Tag_13,Tag_115,SMu0788,24379319,SMU.865,VIMSS295622,1028234,N,N,Y,N,0.103,2.25306,2.1264181782534E-25,1.00306,False,False,False,False,False,False,False,False,False,False
992,11,A,5,SMU_866,BsaI,Payload_2,Tag_147,Tag_148,SMu0789,24379320,SMU.866,VIMSS295623,1028233,?,Y,Y,N,1.298,12.50306,0.261588435219166,6.47306,False,True,True,True,True,True,False,True,True,True
994,11,C,5,SMU_868,BsaI,Payload_2,Tag_93,Tag_111,SMu0791,24379322,SMU.868,VIMSS295625,1028237,?,N,N,Y,0.523,24.00306,0.198656581663234,23.75306,False,False,True,True,True,False,False,False,False,False
1026,11,C,9,intergenic_207,BsaI,Payload_2,Tag_123,Tag_147,,,,,,N,N,,,0.121,9.50306,2.688953950034E-16,1.00306,False,False,False,True,False,False,False,False,False,False
1030,11,G,9,SMU_901,BsaI,Payload_2,Tag_93,Tag_166,SMu0822,24379353,SMU.901,VIMSS295656,1028262,N,N,N,Y,0.103,24.00306,9.89700684881995E-15,1.00306,False,False,False,True,False,False,False,False,False,False
1046,11,G,11,intergenic_211,BsaI,Payload_2,Tag_92,Tag_137,,,,,,Y,N,,,1.74,12.00306,0.346803516638716,6.84306,True,False,True,True,True,True,False,True,True,True
1064,12,A,2,intergenic_214,BsaI,Payload_2,Tag_1,Tag_141,,,,,,N,N,,,0.125,21.25333,5.72818495984096E-21,1.00333,False,False,False,True,False,False,False,False,False,False
1065,12,B,2,SMU_937,BsaI,Payload_2,Tag_20,Tag_90,SMu0850,24379381,SMU.937,VIMSS295684,1028291,?,N,N,?,0.102,7.25333,1.03436779262186E-15,1.00333,False,False,False,True,False,False,False,False,False,False
1066,12,C,2,SMU_938,BsaI,Payload_2,Tag_94,Tag_190,SMu0851,24379382,SMU.938,VIMSS295685,1028289,N,N,Y,N,0.097,1.25333,-1.89824806923438E-24,1.00333,False,False,False,False,False,False,False,False,False,False
1067,12,D,2,SMU_939,BsaI,Payload_2,Tag_14,Tag_35,SMu0852,24379383,SMU.939,VIMSS295686,1028286,N,N,N,?,0.102,19.00306,5.30797042626444E-26,1.00333,False,False,False,True,False,False,False,False,False,False
1071,12,H,2,SMU_942,BsaI,Payload_1,Tag_53,Tag_137,,,,,,N,N,N,?,0.099,1.25333,-2.29466747259113E-15,1.00333,False,False,False,False,False,False,False,False,False,False
1072,12,A,3,SMU_943c,BsaI,Payload_1,Tag_61,Tag_168,SMu0856,24379387,SMU.943c,VIMSS295690,1028290,N,N,N,Y,0.106,19.00306,2.46671678161931E-21,1.00333,False,False,False,True,False,False,False,False,False,False
1073,12,B,3,intergenic_216,BsaI,Payload_2,Tag_23,Tag_43,,,,,,N,N,,,0.12,24.00306,0.0095810968750732,23.75333,False,False,False,True,False,False,False,False,False,False
1074,12,C,3,SMU_944,BsaI,Payload_2,Tag_141,Tag_189,SMu0857,24379388,SMU.944,VIMSS295691,1028296,?,Y,N,?,1.827,11.75333,0.368163130612631,7.40333,False,True,True,True,True,True,False,True,True,True
1076,12,E,3,SMU_947,BsaI,Payload_2,Tag_151,Tag_154,SMu0859,24379390,SMU.947,VIMSS295693,1028294,N,N,N,?,0.106,24.00306,1.28132731441087E-06,17.82333,False,False,False,True,False,True,False,False,False,False
1079,12,H,3,SMU_950,BsaI,Payload_2,Tag_82,Tag_150,SMu0862,24379393,SMU.950,VIMSS295696,1028297,?,Y,N,?,1.7,11.75333,0.35215531212331,7.32333,False,True,True,True,True,True,False,True,True,True
1087,12,H,4,intergenic_218,BsaI,Payload_2,Tag_8,Tag_144,,,,,,N,N,,,0.188,24.00306,0.0309553059748824,23.75333,False,False,False,True,False,False,False,False,False,False
1088,12,A,5,SMU_957,BsaI,Payload_2,Tag_142,Tag_171,SMu0869,24379400,SMU.957,VIMSS295703,1028306,N,N,N,Y,0.101,7.50306,4.27833398568745E-19,1.00333,False,False,False,True,False,False,False,False,False,False
1089,12,B,5,SMU_958,BsaI,Payload_2,Tag_7,Tag_180,SMu0870,24379401,SMU.958,VIMSS295704,1028305,N,N,N,Y,0.112,6.00333,1.28962190437377E-17,1.00333,False,False,False,False,False,False,False,False,False,False
1090,12,C,5,SMU_959c,BsaI,Payload_1,Tag_147,Tag_158,SMu0871,24379402,SMU.959c,VIMSS295705,1028303,N,N,N,Y,0.124,24.00306,0.0116614500040063,23.75333,False,False,False,True,False,False,False,False,False,False
1091,12,D,5,SMU_960,BsaI,Payload_2,Tag_82,Tag_119,SMu0872,24379403,SMU.960,VIMSS295706,1028311,N,N,N,Y,0.11,24.00306,0.0003381972297399,23.75333,False,False,False,True,False,False,False,False,False,False
1092,12,E,5,intergenic_219,BsaI,Payload_2,Tag_67,Tag_148,,,,,,N,N,,,0.102,10.00333,9.19326299902374E-28,1.00333,False,False,False,True,False,False,False,False,False,False
1097,12,B,6,SMU_965,BsaI,Payload_2,Tag_115,Tag_139,SMu0876,24379407,SMU.965,VIMSS295710,1027975,?,Y,Y,N,1.902,10.75306,0.380151473345435,6.32333,False,True,True,True,True,True,False,True,True,True
1098,12,C,6,SMU_966,BsaI,Payload_2,Tag_117,Tag_171,SMu0877,24379408,SMU.966,VIMSS295711,1029434,N,N,Y,N,0.129,24.00306,0.0122996156339806,23.75333,False,False,False,True,False,False,False,False,False,False
1105,12,B,7,SMU_973,BsaI,Payload_2,Tag_25,Tag_109,SMu0884,24379415,SMU.973,VIMSS295718,1028319,N,N,Y,N,1.766,11.75333,0.352752215468143,7.17333,False,False,True,True,True,True,False,False,True,True
1124,12,E,9,intergenic_226,BsaI,Payload_2,Tag_113,Tag_190,,,,,,?,N,,,1.767,10.75306,0.353133337783765,5.95333,False,False,True,True,True,True,False,False,True,True
1125,12,F,9,SMU_989,BsaI,Payload_2,Tag_133,Tag_163,SMu0899,24379429,SMU.989,VIMSS295732,1028321,N,N,N,?,1.748,24.00306,0.333487284931057,19.54333,False,False,True,True,True,True,False,False,True,True
1131,12,D,10,SMU_993,BsaI,Payload_2,Tag_139,Tag_186,SMu0903,24379433,SMU.993,VIMSS295736,1028334,N,N,N,?,0.113,24.00306,9.22100990761745E-24,1.00333,False,False,False,True,False,False,False,False,False,False
1140,12,E,11,SMU_1002,BsaI,Payload_2,Tag_46,Tag_188,SMu0912,24379442,SMU.1002,VIMSS295745,1028341,N,N,N,?,0.106,22.25333,1.72978526815111E-19,1.00333,False,False,False,True,False,False,False,False,False,False
1144,12,A,12,SMU_1004,BsaI,Payload_2,Tag_26,Tag_76,SMu0914,24379444,SMU.1004,VIMSS295747,1028336,?,Y,Y,N,1.758,12.50333,0.332251512409556,7.25333,False,True,True,True,True,True,False,True,True,True
1179,13,D,4,SMU_1035,BsaI,Payload_2,Tag_38,Tag_113,SMu0944,24379473,SMU.1035,VIMSS295776,1028371,N,N,N,Y,1.749,12.00333,0.324734833196575,7.72306,False,False,True,True,True,True,False,False,True,True
1189,13,F,5,SMU_1045c,BsaI,Payload_1,Tag_83,Tag_176,SMu0954,24379483,SMU.1045c,VIMSS295786,1028373,N,N,N,?,0.113,24.00306,1.12651652221357E-10,23.38306,False,False,False,True,False,False,False,False,False,False
1190,13,G,5,SMU_1046c,BsaI,Payload_1,Tag_73,Tag_83,SMu0955,24379484,SMU.1046c,VIMSS295787,1028369,N,N,Y,N,0.106,14.75333,3.81452514261591E-15,1.00306,False,False,False,True,False,False,False,False,False,False
1192,13,A,6,SMU_1047c,BsaI,Payload_1,Tag_21,Tag_62,SMu0956,24379485,SMU.1047c,VIMSS295788,1028379,N,N,N,?,0.099,5.25306,1.8816180236751E-23,1.00306,False,False,False,False,False,False,False,False,False,False
1195,13,D,6,SMU_1051,BsaI,Payload_2,Tag_57,Tag_71,SMu0959,24379488,SMU.1051,VIMSS295791,1028380,N,N,N,Y,0.171,24.00306,0.0235363486522911,23.75306,False,False,False,True,False,False,False,False,False,False
1266,14,C,3,SMU_1114,BsaI,Payload_1,Tag_110,Tag_134,,,,,,Y,N,N,?,0.118,23.67,2.86875248245336E-23,1.33639,True,False,False,True,False,False,False,False,False,False
1267,14,D,3,SMU_1115,BsaI,Payload_2,Tag_30,Tag_87,SMu1018,24379547,SMU.1115,VIMSS295850,1028428,N,N,N,Y,0.11,22.00333,3.16792930923224E-26,1.33639,False,False,False,True,False,False,False,False,False,False
1273,14,B,4,SMU_1120,BsaI,Payload_1,Tag_82,Tag_128,,,,,,N,Y,Y,N,1.582,10.66972,0.325830039965204,6.14639,False,True,True,True,True,True,False,True,True,True
1279,14,H,4,SMU_1126,BsaI,Payload_2,Tag_81,Tag_186,SMu1029,24379558,SMU.1126,VIMSS295861,1029377,N,N,N,Y,0.114,2.67,-6.72740149089336E-16,1.33639,False,False,False,False,False,False,False,False,False,False
1287,14,H,5,SMU_1134c,BsaI,Payload_1,Tag_32,Tag_145,SMu1036,24379565,SMU.1134c,VIMSS295868,1029559,N,N,N,Y,0.11,2.67,-1.88082445524166E-22,1.33639,False,False,False,False,False,False,False,False,False,False
1288,14,A,6,SMU_1135,BsaI,Payload_1,Tag_149,Tag_191,,,,,,N,N,N,Y,0.104,2.67,-1.16222199117687E-22,1.33639,False,False,False,False,False,False,False,False,False,False
1289,14,B,6,SMU_1136,BsaI,Payload_1,Tag_107,Tag_182,,,,,,N,N,N,Y,0.106,2.67,1.32860320881488E-27,1.33639,False,False,False,False,False,False,False,False,False,False
1290,14,C,6,SMU_1137,BsaI,Payload_1,Tag_50,Tag_143,,,,,,N,N,N,Y,0.107,15.33639,9.79692848520284E-27,1.33639,False,False,False,True,False,False,False,False,False,False
1291,14,D,6,SMU_1138,BsaI,Payload_1,Tag_106,Tag_136,,,,,,N,N,N,?,0.105,23.67,8.6363915252195E-22,1.33639,False,False,False,True,False,False,False,False,False,False
1295,14,H,6,SMU_1142c,BsaI,Payload_1,Tag_103,Tag_175,SMu1044,24379573,SMU.1142c,VIMSS295876,1029353,N,N,N,Y,0.109,2.67,-2.44649982800951E-19,1.33639,False,False,False,False,False,False,False,False,False,False
1296,14,A,7,SMU_1143c,BsaI,Payload_1,Tag_42,Tag_174,SMu1045,24379574,SMU.1143c,VIMSS295877,1029256,N,N,N,?,0.101,2.67,1.34600313040073E-19,1.33639,False,False,False,False,False,False,False,False,False,False
1320,14,A,10,SMU_1165c,BbsI,Payload_3,Tag_167,Tag_188,SMu1066,24379595,SMU.1165c,VIMSS295898,1028466,N,Y,Y,N,1.552,12.00306,0.326864406838476,6.36639,False,True,True,True,True,True,False,True,True,True
1343,14,H,12,SMU_1187,BsaI,Payload_1,Tag_2,Tag_190,,,,,,Y,N,N,?,0.105,8.33639,-9.8503914132347E-23,1.33639,True,False,False,True,False,False,False,False,False,False
1347,15,D,1,SMU_1190,BsaI,Payload_1,Tag_62,Tag_136,,,,,,N,N,N,Y,0.109,23.67,-2.16655773911265E-22,1.33667,False,False,False,True,False,False,False,False,False,False
1348,15,E,1,SMU_1191,BsaI,Payload_1,Tag_47,Tag_124,,,,,,N,N,N,Y,0.111,23.67,-3.44004110597282E-25,1.33667,False,False,False,True,False,False,False,False,False,False
1349,15,F,1,SMU_1192,BsaI,Payload_1,Tag_41,Tag_93,,,,,,N,N,N,Y,0.11,1.67,-2.00510816100303E-22,1.33667,False,False,False,False,False,False,False,False,False,False
1354,15,C,2,intergenic_260,BsaI,Payload_2,Tag_11,Tag_130,,,,,,Y,N,,,0.131,24.00333,0.0002873787617698,23.66667,True,False,False,True,False,False,False,False,False,False
1357,15,F,2,SMU_1200,BsaI,Payload_1,Tag_54,Tag_66,,,,,,N,N,N,?,0.118,23.67,9.96053893004518E-28,1.33667,False,False,False,True,False,False,False,False,False,False
1361,15,B,3,SMU_1204,BbsI,Payload_3,Tag_95,Tag_191,,,,,,Y,N,N,Y,0.109,2.00333,4.58325166820694E-25,1.33667,True,False,False,False,False,False,False,False,False,False
1362,15,C,3,SMU_1205c,BbsI,Payload_3,Tag_18,Tag_64,SMu1101,24379630,SMU.1205c,VIMSS295933,1028501,N,Y,Y,N,1.164,23.67,0.244814840623444,7.21667,False,True,True,True,True,True,False,True,True,True
1363,15,D,3,SMU_1206c,BsaI,Payload_1,Tag_48,Tag_142,SMu1102,24379631,SMU.1206c,VIMSS295934,1028500,Y,N,Y,N,0.12,23.67,3.98522234639159E-22,1.33667,True,False,False,True,False,False,False,False,False,False
1368,15,A,4,SMU_1210,BsaI,Payload_1,Tag_36,Tag_129,,,,,,N,N,N,Y,0.105,2.00333,7.13758989621154E-14,1.33667,False,False,False,False,False,False,False,False,False,False
1369,15,B,4,SMU_1211,BsaI,Payload_2,Tag_64,Tag_130,SMu1107,24379636,SMU.1211,VIMSS295939,1028505,N,N,N,Y,0.123,2.00333,-6.02053556676092E-21,1.33667,False,False,False,False,False,False,False,False,False,False
1407,15,H,8,SMU_1247,BsaI,Payload_1,Tag_53,Tag_75,,,,,,Y,N,N,?,0.106,2.00333,-1.22043642832479E-20,1.33667,True,False,False,False,False,False,False,False,False,False
1408,15,A,9,intergenic_269,BsaI,Payload_2,Tag_43,Tag_183,,,,,,N,Y,,,1.699,12.33722,0.314349405626973,7.15667,False,True,True,True,True,True,False,True,True,True
1439,15,H,12,SMU_1277,BbsI,Payload_3,Tag_24,Tag_174,,,,,,N,N,N,?,0.108,7.67028,-6.27890737546906E-18,1.33667,False,False,False,True,False,False,False,False,False,False
1449,16,B,2,SMU_1288,BsaI,Payload_1,Tag_59,Tag_107,,,,,,N,N,N,?,0.191,24.00361,0.0311958538470759,23.66694,False,False,False,True,False,False,False,False,False,False
1452,16,E,2,SMU_1291c,BsaI,Payload_1,Tag_101,Tag_173,SMu1178,24379707,SMU.1291c,VIMSS296010,1028565,N,N,N,?,0.389,24.00361,0.0853673945542177,23.66694,False,False,True,True,False,False,False,False,False,False
1456,16,A,3,SMU_1294,BsaI,Payload_1,Tag_57,Tag_184,,,,,,Y,N,N,?,0.345,24.00361,0.127560327385222,23.66694,True,False,True,True,True,False,False,False,True,True
1460,16,E,3,SMU_1298,BsaI,Payload_2,Tag_88,Tag_132,SMu1185,24379714,SMU.1298,VIMSS296017,1028520,N,N,N,Y,0.112,3.33694,1.55536311987655E-15,1.33694,False,False,False,False,False,False,False,False,False,False
1492,16,E,7,SMU_1326,BsmBI/Esp3I,Payload_5,Tag_37,Tag_155,,,,,,N,N,N,Y,0.114,24.00361,2.94623545563584E-13,1.33694,False,False,False,True,False,False,False,False,False,False
1606,17,G,9,SMU_1426c,BsaI,Payload_1,Tag_56,Tag_138,SMu1301,24379829,SMU.1426c,VIMSS296132,1028685,N,N,N,?,0.284,19.67,0.0120528071484465,1.33667,False,False,True,True,False,False,False,False,False,False
1608,17,A,10,SMU_1428c,BsaI,Payload_1,Tag_48,Tag_62,SMu1303,24379831,SMU.1428c,VIMSS296134,1028682,N,N,N,?,0.109,10.67,6.56255972921178E-23,1.33667,False,False,False,True,False,False,False,False,False,False
1609,17,B,10,SMU_1429,BsaI,Payload_2,Tag_96,Tag_168,SMu1304,24379832,SMU.1429,VIMSS296135,1028689,Y,N,N,Y,0.117,24.00333,4.92336862191963E-17,1.33667,True,False,False,True,False,False,False,False,False,False
