Unnamed: 0,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
1701,18,F,9,SMU_1512,BsaI,Payload_1,Tag_125,Tag_191,1374,,,,,N,N,N,Y,0.12,23.00333,1.63426947194514e-21,1.33667,False,False,False,True,False,False,False,False,False,False
1718,18,G,11,SMU_1527,BsaI,Payload_1,Tag_49,Tag_77,1388,,,,,N,N,Y,N,0.12,23.00333,9.09905215906454e-23,1.33667,False,False,False,True,False,False,False,False,False,False
1719,18,H,11,SMU_1528,BsaI,Payload_1,Tag_181,Tag_190,1389,,,,,Y,N,Y,N,0.189,23.67,0.0201164657083907,23.66667,True,False,False,True,False,False,False,False,False,False
1720,18,A,12,SMU_1529,BsaI,Payload_1,Tag_48,Tag_116,1390,,,,,N,N,N,Y,0.104,15.33667,9.08494933334818e-24,1.33667,False,False,False,True,False,False,False,False,False,False
1721,18,B,12,SMU_1530,BsaI,Payload_1,Tag_91,Tag_128,1391,,,,,N,N,N,Y,0.107,10.00333,2.14270074610808e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1722,18,C,12,SMU_1531,BsaI,Payload_1,Tag_70,Tag_96,1392,,,,,N,N,Y,N,0.111,10.00333,1.27822340724736e-17,1.33667,False,False,False,True,False,False,False,False,False,False
1723,18,D,12,SMU_1532,BsaI,Payload_1,Tag_26,Tag_67,1393,,,,,N,N,Y,N,0.111,10.00333,2.96492289076358e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1724,18,E,12,SMU_1533,BbsI,Payload_3,Tag_75,Tag_172,1394,,,,,N,N,Y,N,0.112,10.00333,1.52622316718819e-18,1.33667,False,False,False,True,False,False,False,False,False,False
1725,18,F,12,SMU_1534,BsaI,Payload_1,Tag_18,Tag_25,1395,,,,,Y,N,N,?,0.176,24.00333,0.0204911447601572,23.66667,True,False,False,True,False,False,False,False,False,False
1734,19,G,1,SMU_1542c,BsaI,Payload_1,Tag_52,Tag_166,1402,24379930.0,SMU.1542c,VIMSS296233,1028785.0,Y,N,N,Y,0.154,24.00333,0.0055508337531874,23.66667,True,False,False,True,False,False,False,False,False,False
1735,19,H,1,SMU_1543,BsaI,Payload_1,Tag_88,Tag_166,1403,,,,,N,N,N,Y,0.243,13.67,3.70079374833077e-20,1.33667,False,False,False,True,False,False,False,False,False,False
1747,19,D,3,SMU_1556,BsaI,Payload_1,Tag_83,Tag_151,1415,,,,,N,N,N,?,0.159,24.00333,1.40790778650355e-17,1.33667,False,False,False,True,False,False,False,False,False,False
1757,19,F,4,SMU_1565,BsaI,Payload_1,Tag_12,Tag_172,1423,,,,,N,Y,Y,N,1.598,12.33667,0.290080229267184,7.70667,False,True,True,True,True,True,False,True,True,True
1765,19,F,5,SMU_1573,BbsI,Payload_3,Tag_33,Tag_135,1430,,,,,Y,N,N,Y,0.123,24.00333,3.7350076195861103e-19,1.33667,True,False,False,True,False,False,False,False,False,False
1775,19,H,6,SMU_1581,BsaI,Payload_1,Tag_121,Tag_122,1437,,,,,Y,N,N,?,0.726,24.00333,0.294691159043026,23.66667,True,False,True,True,True,False,False,False,True,True
1776,19,A,7,SMU_1582c,BsaI,Payload_1,Tag_6,Tag_26,1438,24379965.0,SMU.1582c,VIMSS296268,1028815.0,Y,N,N,Y,0.601,24.00333,0.204353680360994,23.66667,True,False,True,True,True,False,False,False,True,True
1781,19,F,7,SMU_1586,BsaI,Payload_1,Tag_31,Tag_38,1441,,,,,N,N,Y,N,0.117,13.00333,9.611683317640761e-20,1.33667,False,False,False,True,False,False,False,False,False,False
1805,19,F,10,SMU_1606,BsaI,Payload_1,Tag_110,Tag_126,1461,,,,,Y,N,Y,N,0.164,24.00333,3.928056856816351e-15,1.33667,True,False,False,True,False,False,False,False,False,False
1806,19,G,10,SMU_1607,BsaI,Payload_1,Tag_133,Tag_149,1462,,,,,Y,N,Y,N,0.139,24.00333,0.0042806209654427,23.66667,True,False,False,True,False,False,False,False,False,False
1808,19,A,11,SMU_1609c,BsaI,Payload_1,Tag_27,Tag_37,1463,24379989.0,SMU.1609c,VIMSS296292,1028836.0,N,N,N,Y,0.114,5.00333,-1.50931373481704e-22,1.33667,False,False,False,False,False,False,False,False,False,False
1812,19,E,11,SMU_1613c,BsaI,Payload_1,Tag_82,Tag_158,1467,24379993.0,SMU.1613c,VIMSS296296,1028845.0,Y,N,N,Y,0.247,17.67,0.0071353976382423,6.57667,True,False,False,True,False,True,False,False,False,False
1818,19,C,12,SMU_1619c,BsaI,Payload_1,Tag_40,Tag_158,1473,24379999.0,SMU.1619c,VIMSS296302,1028851.0,Y,N,Y,N,0.121,5.00333,1.49362962640163e-16,1.33667,True,False,False,False,False,False,False,False,False,False
1827,20,D,1,SMU_1625,BsaI,Payload_1,Tag_32,Tag_181,1479,,,,,N,N,N,Y,0.109,19.16972,-1.72080509600687e-29,1.66972,False,False,False,True,False,False,False,False,False,False
1828,20,E,1,SMU_1626,BsaI,Payload_1,Tag_33,Tag_163,1480,,,,,N,N,Y,N,0.525,24.16972,0.0665747565988614,23.74972,False,False,True,True,False,False,False,False,False,False
1829,20,F,1,SMU_1627,BsaI,Payload_1,Tag_70,Tag_139,1481,,,,,N,N,Y,N,0.105,11.66972,1.62673298695419e-14,1.66972,False,False,False,True,False,False,False,False,False,False
1840,20,A,3,SMU_1639,BbsI,Payload_3,Tag_15,Tag_43,1492,,,,,N,N,N,?,0.313,24.16972,0.0958568478629875,23.74972,False,False,True,True,False,False,False,False,False,False
1867,20,D,6,SMU_1662,BsaI,Payload_1,Tag_10,Tag_92,1514,,,,,N,N,N,?,0.285,24.16972,0.107027638430063,23.74972,False,False,True,True,True,False,False,False,False,False
1885,20,F,8,SMU_1677,BsaI,Payload_2,Tag_61,Tag_166,1529,24380055.0,SMU.1677,VIMSS296358,1028914.0,N,N,N,?,0.126,24.16972,0.0,1.66972,False,False,False,True,False,False,False,False,False,False
1895,20,H,9,SMU_1687,BsmBI/Esp3I,Payload_5,Tag_189,Tag_192,1537,,,,,N,N,N,?,0.105,6.25306,-1.6979739939589008e-15,1.66972,False,False,False,False,False,False,False,False,False,False
1910,20,G,11,SMU_1703c,BsaI,Payload_1,Tag_76,Tag_112,1551,24380077.0,SMU.1703c,VIMSS296380,1028932.0,N,N,Y,N,0.568,24.16972,0.203595977392202,23.74972,False,False,True,True,True,False,False,False,False,False
1940,21,E,3,SMU_1731,BsaI,Payload_1,Tag_60,Tag_88,1577,,,,,N,N,N,Y,0.099,11.25333,2.01219722163591e-18,1.67,False,False,False,True,False,False,False,False,False,False
1943,21,H,3,SMU_1734,BbsI,Payload_3,Tag_36,Tag_190,1580,,,,,N,Y,N,?,1.448,24.17,0.244650448462185,6.19,False,True,True,True,True,True,False,True,True,True
1944,21,A,4,SMU_1735,BsaI,Payload_1,Tag_19,Tag_119,1581,,,,,N,Y,N,?,1.61,22.92,0.252969113234329,6.56,False,True,True,True,True,True,False,True,True,True
1945,21,B,4,SMU_1736,BsaI,Payload_1,Tag_121,Tag_154,1582,,,,,N,N,Y,N,0.221,24.17,0.0647994151036252,23.75,False,False,False,True,False,False,False,False,False,False
1946,21,C,4,SMU_1737,BsaI,Payload_1,Tag_22,Tag_29,1583,,,,,Y,N,N,Y,0.119,24.17,0.0099507520377119,23.75,True,False,False,True,False,False,False,False,False,False
1947,21,D,4,SMU_1738,BsaI,Payload_1,Tag_166,Tag_184,1584,,,,,N,N,N,Y,0.11,1.67,-2.3891452409626298e-22,1.67,False,False,False,False,False,False,False,False,False,False
1948,21,E,4,SMU_1739,BsaI,Payload_1,Tag_65,Tag_138,1585,,,,,Y,N,N,?,1.726,20.83667,0.330035781965392,16.78,True,False,True,True,True,True,False,True,True,True
1949,21,F,4,SMU_1740,BsaI,Payload_1,Tag_33,Tag_167,1586,,,,,Y,N,N,Y,1.451,24.17,0.327199731862267,23.2,True,False,True,True,True,False,False,False,True,True
1952,21,A,5,SMU_1743,BsaI,Payload_1,Tag_48,Tag_112,1589,,,,,N,N,N,?,0.096,3.75306,4.09704648416886e-16,1.67,False,False,False,False,False,False,False,False,False,False
1953,21,B,5,SMU_1744,BsaI,Payload_1,Tag_61,Tag_146,1590,,,,,Y,N,Y,N,0.121,24.17,0.0105655380466999,23.75,True,False,False,True,False,False,False,False,False,False
1957,21,F,5,SMU_1747c,BsaI,Payload_1,Tag_74,Tag_99,1593,24380119.0,SMU.1747c,VIMSS296422,1028968.0,Y,N,Y,N,1.702,20.00333,0.332630956355341,7.35,True,False,True,True,True,True,False,True,True,True
1994,21,C,10,SMU_1777,BsaI,Payload_1,Tag_78,Tag_192,1618,,,,,Y,N,Y,N,1.228,24.17,0.144810381970916,13.65,True,False,True,True,True,True,False,True,True,True
1997,21,F,10,SMU_1781,BsaI,Payload_2,Tag_1,Tag_128,1621,24380147.0,SMU.1781,VIMSS296450,1028997.0,N,N,Y,N,0.105,14.17,-3.70742756577053e-20,1.67,False,False,False,True,False,False,False,False,False,False
2002,21,C,11,SMU_1783,BsaI,Payload_1,Tag_23,Tag_145,1623,,,,,N,N,N,?,0.107,24.17,5.28041652933571e-22,1.67,False,False,False,True,False,False,False,False,False,False
2004,21,E,11,SMU_1785,BsaI,Payload_1,Tag_91,Tag_182,1625,,,,,N,N,Y,N,0.124,24.17,3.49889468313503e-16,1.67,False,False,False,True,False,False,False,False,False,False
2005,21,F,11,SMU_1786,BsmBI/Esp3I,Payload_5,Tag_56,Tag_115,1626,,,,,N,N,N,?,0.124,24.17,3.82129067790147e-05,23.55,False,False,False,True,False,False,False,False,False,False
2017,22,B,1,SMU_1799,BbsI,Payload_3,Tag_118,Tag_119,1637,,,,,N,N,Y,N,0.117,5.00333,3.38399234949625e-22,1.67,False,False,False,False,False,False,False,False,False,False
2044,22,E,4,SMU_1819,BsaI,Payload_1,Tag_148,Tag_155,1657,,,,,N,N,Y,N,0.112,9.17,3.51381106722735e-16,1.67,False,False,False,True,False,False,False,False,False,False
2045,22,F,4,SMU_1820c,BsaI,Payload_1,Tag_39,Tag_82,1658,24380184.0,SMU.1820c,VIMSS296487,1029032.0,N,N,Y,N,0.113,7.92,3.43895945371204e-22,1.67,False,False,False,True,False,False,False,False,False,False
2046,22,G,4,SMU_1821c,BsaI,Payload_1,Tag_38,Tag_151,1659,24380185.0,SMU.1821c,VIMSS296488,1029031.0,N,N,Y,N,0.121,13.75333,1.45251805050186e-24,1.67,False,False,False,True,False,False,False,False,False,False
2060,22,E,6,SMU_1835,BsaI,Payload_1,Tag_62,Tag_138,1671,,,,,N,N,Y,N,0.103,3.33667,4.76130664505945e-18,1.67,False,False,False,False,False,False,False,False,False,False
2063,22,H,6,SMU_1837,BsaI,Payload_1,Tag_150,Tag_159,1673,,,,,N,N,N,?,0.102,3.33667,4.8178041661545e-33,1.67,False,False,False,False,False,False,False,False,False,False
2064,22,A,7,SMU_1838,BsaI,Payload_1,Tag_39,Tag_145,1674,,,,,N,N,Y,N,0.105,6.67,1.98926009634567e-16,1.67,False,False,False,False,False,False,False,False,False,False
2085,22,F,9,SMU_1858,BsaI,Payload_1,Tag_140,Tag_159,1692,,,,,N,N,Y,N,0.115,7.92,3.77583656746712e-22,1.67,False,False,False,True,False,False,False,False,False,False
2086,22,G,9,SMU_1859,BsaI,Payload_1,Tag_6,Tag_85,1693,,,,,N,N,N,?,0.11,14.17,7.3715548959507e-25,1.67,False,False,False,True,False,False,False,False,False,False
2087,22,H,9,SMU_1860,BsaI,Payload_1,Tag_135,Tag_163,1694,,,,,N,N,N,Y,0.102,14.17,-1.95343526818571e-33,1.67,False,False,False,True,False,False,False,False,False,False
2155,23,D,6,SMU_1921,BbsI,Payload_3,Tag_27,Tag_152,1745,,,,,N,N,Y,N,0.108,11.66972,1.0323209952495e-21,1.66972,False,False,False,True,False,False,False,False,False,False
2180,23,E,9,SMU_1943,BsaI,Payload_1,Tag_57,Tag_99,1766,,,,,N,N,N,?,0.117,2.92,4.20284257245488e-14,1.66972,False,False,False,False,False,False,False,False,False,False
2186,23,C,10,SMU_1948,BsaI,Payload_1,Tag_54,Tag_192,1770,,,,,N,N,N,?,0.128,6.25306,9.56208538339925e-19,1.66972,False,False,False,False,False,False,False,False,False,False
2193,23,B,11,SMU_1955,BbsI,Payload_3,Tag_15,Tag_80,1775,,,,,N,N,Y,N,1.517,24.17,0.34892204755275,22.39972,False,False,True,True,True,False,False,False,False,False
2230,24,G,3,SMU_1990,BsaI,Payload_1,Tag_73,Tag_172,1807,,,,,N,N,N,Y,0.111,9.58639,-4.45312851142609e-18,1.66972,False,False,False,True,False,False,False,False,False,False
2244,24,E,5,SMU_2000,BsaI,Payload_1,Tag_34,Tag_145,1816,,,,,N,N,N,?,0.116,16.67,1.8700525064030286e-16,7.32972,False,False,False,True,False,True,False,False,False,False
2245,24,F,5,SMU_2001,BsaI,Payload_1,Tag_4,Tag_123,1817,,,,,N,N,N,Y,0.105,2.92,1.9131865723539702e-20,1.66972,False,False,False,False,False,False,False,False,False,False
2246,24,G,5,SMU_2002,BsaI,Payload_1,Tag_15,Tag_22,1818,,,,,N,N,N,Y,0.119,2.08639,-4.76533883683368e-26,1.66972,False,False,False,False,False,False,False,False,False,False
2247,24,H,5,SMU_2003,BsaI,Payload_1,Tag_10,Tag_60,1819,,,,,N,N,N,?,0.9,24.16972,0.204414588308006,23.21972,False,False,True,True,True,False,False,False,False,False
2248,24,A,6,SMU_2003a,BsaI,Payload_1,Tag_95,Tag_145,1820,24380346.0,SMU.2003a,VIMSS296649,1029195.0,N,N,Y,N,0.101,5.42,8.43820729745854e-16,1.66972,False,False,False,False,False,False,False,False,False,False
2249,24,B,6,SMU_2004,BsaI,Payload_1,Tag_18,Tag_136,1821,,,,,N,N,Y,N,0.121,2.92,-2.63964200991672e-24,1.66972,False,False,False,False,False,False,False,False,False,False
2250,24,C,6,SMU_2005,BsaI,Payload_1,Tag_3,Tag_186,1822,,,,,N,N,N,Y,0.104,3.33639,3.2973064870396396e-28,1.66972,False,False,False,False,False,False,False,False,False,False
2252,24,E,6,SMU_2006,BsaI,Payload_1,Tag_23,Tag_83,1823,,,,,N,N,N,Y,0.114,8.33639,-1.1142264687398901e-23,1.66972,False,False,False,True,False,False,False,False,False,False
2253,24,F,6,SMU_2007,BsaI,Payload_1,Tag_78,Tag_116,1824,,,,,N,N,Y,N,0.107,16.67,-9.81048802650797e-20,1.66972,False,False,False,True,False,False,False,False,False,False
2255,24,H,6,SMU_2008,BsaI,Payload_1,Tag_46,Tag_132,1825,,,,,N,N,N,?,0.097,3.75306,-2.4647827749153505e-17,1.66972,False,False,False,False,False,False,False,False,False,False
2256,24,A,7,SMU_2009,BsaI,Payload_1,Tag_20,Tag_89,1826,,,,,N,N,N,Y,0.103,2.08639,-6.43543900354912e-25,1.66972,False,False,False,False,False,False,False,False,False,False
2257,24,B,7,SMU_2010,BsaI,Payload_1,Tag_22,Tag_50,1827,,,,,N,N,Y,N,0.111,10.41972,-9.11616852339317e-25,1.66972,False,False,False,True,False,False,False,False,False,False
2258,24,C,7,SMU_2011,BsaI,Payload_1,Tag_125,Tag_153,1828,,,,,N,N,Y,N,0.125,2.08639,3.08842143379593e-25,1.66972,False,False,False,False,False,False,False,False,False,False
2260,24,E,7,SMU_2012,BsaI,Payload_1,Tag_120,Tag_133,1829,,,,,N,N,Y,N,0.104,8.33639,6.01096670187746e-29,1.66972,False,False,False,True,False,False,False,False,False,False
2262,24,G,7,SMU_2014,BsaI,Payload_1,Tag_13,Tag_84,1830,,,,,N,N,N,Y,0.109,5.83667,-1.28835877795835e-29,1.66972,False,False,False,False,False,False,False,False,False,False
2263,24,H,7,SMU_2015,BsaI,Payload_1,Tag_39,Tag_84,1831,,,,,N,N,N,Y,0.103,9.58639,-3.4425458351838205e-21,1.66972,False,False,False,True,False,False,False,False,False,False
2264,24,A,8,SMU_2016,BsaI,Payload_1,Tag_111,Tag_118,1832,,,,,N,N,N,Y,0.111,2.08639,-1.9072663069205602e-21,1.66972,False,False,False,False,False,False,False,False,False,False
2265,24,B,8,SMU_2017,BsaI,Payload_1,Tag_1,Tag_81,1833,,,,,N,N,N,?,0.109,2.08639,-2.38916709992338e-17,1.66972,False,False,False,False,False,False,False,False,False,False
2266,24,C,8,SMU_2018,BsaI,Payload_1,Tag_48,Tag_188,1834,,,,,N,N,N,Y,0.112,2.08639,1.49923870702225e-27,1.66972,False,False,False,False,False,False,False,False,False,False
2267,24,D,8,SMU_2019,BsaI,Payload_1,Tag_34,Tag_147,1835,,,,,N,N,Y,N,0.109,2.08639,-8.38346248050943e-16,1.66972,False,False,False,False,False,False,False,False,False,False
2268,24,E,8,SMU_2020,BsaI,Payload_1,Tag_103,Tag_157,1836,,,,,N,N,N,Y,0.118,16.25333,1.47022852266332e-22,1.66972,False,False,False,True,False,False,False,False,False,False
2269,24,F,8,SMU_2021,BsaI,Payload_1,Tag_80,Tag_153,1837,,,,,N,N,N,Y,0.109,9.58639,4.87102794553066e-21,1.66972,False,False,False,True,False,False,False,False,False,False
2270,24,G,8,SMU_2022,BsaI,Payload_1,Tag_37,Tag_133,1838,,,,,N,N,N,?,0.11,5.83667,-6.20346438088633e-17,1.66972,False,False,False,False,False,False,False,False,False,False
2271,24,H,8,SMU_2023c,BsaI,Payload_1,Tag_164,Tag_168,1839,347750437.0,SMU.2023c,VIMSS296668,1029214.0,N,N,N,?,0.107,5.83667,-1.04768663332271e-14,1.66972,False,False,False,False,False,False,False,False,False,False
2272,24,A,9,SMU_2167,BsaI,Payload_1,Tag_83,Tag_114,1840,,,,,N,N,,,0.109,7.91972,-1.23728264162794e-16,1.66972,False,False,False,True,False,False,False,False,False,False
2273,24,B,9,SMU_2166,BsaI,Payload_1,Tag_146,Tag_157,1841,,,,,N,N,,,0.119,11.66972,-7.9955621652532e-40,1.66972,False,False,False,True,False,False,False,False,False,False
2274,24,C,9,SMU_2024c,BsaI,Payload_1,Tag_37,Tag_78,1842,24380366.0,SMU.2024c,VIMSS296669,1029186.0,N,N,N,?,0.238,24.16972,0.0588253071165037,23.74972,False,False,False,True,False,False,False,False,False,False
2275,24,D,9,SMU_2025,BsaI,Payload_1,Tag_128,Tag_154,1843,,,,,N,N,N,?,0.334,24.16972,0.0979778381901299,23.74972,False,False,True,True,False,False,False,False,False,False
2277,24,F,9,SMU_2026c,BsaI,Payload_1,Tag_40,Tag_64,1844,24380368.0,SMU.2026c,VIMSS296671,1029215.0,N,N,N,Y,0.106,2.08639,1.9679333620203302e-20,1.66972,False,False,False,False,False,False,False,False,False,False
2285,24,F,10,SMU_2031,BsaI,Payload_1,Tag_121,Tag_126,1849,,,,,N,N,N,Y,0.116,3.75306,1.12476817101072e-22,1.66972,False,False,False,False,False,False,False,False,False,False
2286,24,G,10,SMU_2032,BsaI,Payload_1,Tag_56,Tag_135,1850,,,,,N,N,N,?,0.114,5.83667,3.30652943566975e-17,1.66972,False,False,False,False,False,False,False,False,False,False
2336,25,A,5,SMU_2078c,BsaI,Payload_1,Tag_53,Tag_123,1889,24380413.0,SMU.2078c,VIMSS296716,1029249.0,N,N,Y,N,0.11,19.16972,2.44076017821916e-15,1.67,False,False,False,True,False,False,False,False,False,False
2337,25,B,5,SMU_2079c,BsaI,Payload_1,Tag_10,Tag_101,1890,24380414.0,SMU.2079c,VIMSS296717,1029258.0,N,?,Y,N,1.673,20.42,0.332756381932108,16.11,False,False,True,True,True,True,False,False,True,True
2344,25,A,6,SMU_2085,BsaI,Payload_1,Tag_67,Tag_175,1895,,,,,N,N,Y,N,0.098,19.16972,-1.28663472191051e-25,1.67,False,False,False,True,False,False,False,False,False,False
2347,25,D,6,SMU_2088,BsaI,Payload_1,Tag_61,Tag_148,1898,,,,,N,N,Y,N,0.124,6.25306,5.48457397462824e-19,1.67,False,False,False,False,False,False,False,False,False,False
2353,25,B,7,SMU_2093,BsaI,Payload_1,Tag_167,Tag_190,1903,,,,,N,N,N,?,1.721,19.58639,0.338730236811935,8.14,False,False,True,True,True,True,False,False,True,True
2357,25,F,7,SMU_2096c,BsaI,Payload_1,Tag_69,Tag_179,1905,24380429.0,SMU.2096c,VIMSS296732,1029275.0,Y,N,Y,N,1.725,21.25333,0.295089177898339,8.38,True,False,True,True,True,True,False,True,True,True
2360,25,A,8,SMU_2098,BsaI,Payload_2,Tag_140,Tag_150,1907,24380431.0,SMU.2098,VIMSS296734,1029273.0,N,Y,N,Y,0.107,8.75306,2.3866690622517e-24,1.67,False,True,False,True,False,False,False,False,False,False
2400,26,A,1,SMU_2135c,BsaI,Payload_1,Tag_126,Tag_151,1941,24380465.0,SMU.2135c,VIMSS296768,1029300.0,N,N,N,?,0.092,3.75306,-1.70103121042631e-21,1.67,False,False,False,False,False,False,False,False,False,False
2401,26,B,1,SMU_2136c,BsaI,Payload_1,Tag_6,Tag_93,1942,24380466.0,SMU.2136c,VIMSS296769,1029311.0,N,N,N,Y,0.097,14.17,8.20358579048437e-29,1.67,False,False,False,True,False,False,False,False,False,False
2403,26,D,1,SMU_2138,BbsI,Payload_3,Tag_13,Tag_126,1944,,,,,N,N,N,Y,0.101,18.33639,6.45164369282849e-23,1.67,False,False,False,True,False,False,False,False,False,False
2404,26,E,1,SMU_2139c,BbsI,Payload_3,Tag_62,Tag_110,1945,24380469.0,SMU.2139c,VIMSS296772,1029314.0,N,N,Y,N,0.113,18.33639,1.09999519857623e-20,1.67,False,False,False,True,False,False,False,False,False,False
2408,26,A,2,SMU_2143c,BsaI,Payload_1,Tag_90,Tag_152,1949,24380473.0,SMU.2143c,VIMSS296776,1029315.0,N,N,N,Y,0.097,10.83667,-1.42616091522114e-17,1.67,False,False,False,True,False,False,False,False,False,False
2413,26,F,2,SMU_2149c,BbsI,Payload_3,Tag_57,Tag_157,1953,24380477.0,SMU.2149c,VIMSS296780,1029326.0,Y,N,N,?,0.699,24.16972,0.184185125781586,23.75,True,False,True,True,True,False,False,False,True,True
2414,26,G,2,SMU_2150c,BsaI,Payload_1,Tag_53,Tag_132,1954,24380478.0,SMU.2150c,VIMSS296781,1029324.0,Y,N,N,?,0.194,24.16972,0.0662620266573504,23.75,True,False,False,True,False,False,False,False,False,False
2415,26,H,2,SMU_2151,BsaI,Payload_1,Tag_145,Tag_189,1955,,,,,N,N,N,Y,0.1,14.17,-6.795882853023159e-22,1.67,False,False,False,True,False,False,False,False,False,False
2421,26,F,3,SMU_2157,BsaI,Payload_1,Tag_22,Tag_99,1961,,,,,N,N,N,?,0.108,14.58639,2.38754344106816e-17,1.67,False,False,False,True,False,False,False,False,False,False
2422,26,G,3,SMU_2158c,BsmBI/Esp3I,Payload_5,Tag_103,Tag_142,1962,24380486.0,SMU.2158c,VIMSS296789,1029333.0,N,N,N,?,0.106,14.17,3.82549742775966e-24,1.67,False,False,False,True,False,False,False,False,False,False
